id,SalePrice
1461,120129.31638285203
1462,153008.78931274894
1463,181999.67177216802
1464,195952.28499780258
1465,197477.8125872035
1466,171222.8437366318
1467,178212.01779580905
1468,161123.61215957563
1469,193898.47881496898
1470,119925.60478980588
1471,189952.67457183255
1472,97385.92416901988
1473,96173.51867350205
1474,146413.76269308932
1475,113408.51351352464
1476,363558.8419400451
1477,250762.12819425573
1478,294599.1815289544
1479,299293.44565708295
1480,474977.58803628816
1481,325368.59760204714
1482,210850.56526419742
1483,177057.72071004286
1484,162710.8451215373
1485,191473.76554705817
1486,193107.96177746565
1487,339866.0295461018
1488,238341.33532048418
1489,193749.6160175262
1490,231349.0620407485
1491,195044.07028414906
1492,92756.67611514167
1493,189749.588439213
1494,299951.37928339146
1495,293285.5911212206
1496,235702.1576615435
1497,179388.32508260943
1498,167787.27829460736
1499,162374.42494971008
1500,152697.7749543966
1501,174507.69277533906
1502,145503.650621222
1503,290290.2230337354
1504,242519.0337992154
1505,225593.9751779172
1506,188193.2251987882
1507,245834.55147804398
1508,202873.92776776533
1509,163898.0977788808
1510,143480.39546743763
1511,148092.67300571027
1512,175334.36311484547
1513,152363.35065623105
1514,155109.81990672962
1515,197374.4060036543
1516,157898.11081760877
1517,168347.74792537407
1518,132466.49684443185
1519,209170.43080419523
1520,127540.3085057889
1521,130083.47515553552
1522,178496.1397739455
1523,110130.51159133491
1524,125686.44701638781
1525,120266.19747097162
1526,113488.37444080893
1527,107566.1745008582
1528,137378.38934699498
1529,149722.56499002757
1530,184338.3627019251
1531,105988.75185360076
1532,98505.57943429326
1533,142816.38267748785
1534,127215.27170736817
1535,147673.90202250832
1536,106379.11563719086
1537,64977.58596862494
1538,147236.97205496248
1539,191933.55837510555
1540,94263.45850341654
1541,138707.1051419694
1542,139649.2498648731
1543,189700.53751999236
1544,85068.0084813381
1545,115257.94054333334
1546,135137.91282301565
1547,127884.20576731066
1548,138708.24355731055
1549,119838.49286651284
1550,135618.02321826073
1551,108884.99981547246
1552,136390.98109602102
1553,148289.80774366978
1554,116891.822721104
1555,160376.90131114144
1556,85485.17170699117
1557,105780.72011395861
1558,97580.45125685359
1559,63552.76802692346
1560,134335.23100407352
1561,129372.72588983385
1562,130057.34828423745
1563,117918.55506134832
1564,155071.55198099834
1565,150955.3407950724
1566,237772.53074719856
1567,76404.0750295784
1568,230818.44131562527
1569,127780.26853477299
1570,139167.54640386638
1571,123248.06659908096
1572,142090.06900251668
1573,236848.71671764113
1574,118411.16056848996
1575,228294.73339371238
1576,241692.83937702145
1577,182201.759648107
1578,148720.33335049936
1579,144283.67460412002
1580,196843.9280176812
1581,153037.5173431959
1582,125687.59815299742
1583,295888.95713129715
1584,216154.1458681093
1585,136126.5245419615
1586,67143.73313938858
1587,104989.71874882655
1588,151179.16829745146
1589,96656.21648976799
1590,133891.40280903337
1591,92120.87031055172
1592,114189.88906279957
1593,127669.24235410152
1594,123646.96546166201
1595,107500.49085079714
1596,222575.4363111562
1597,193546.93965914924
1598,227982.70331666252
1599,172656.03043455433
1600,162810.3634734949
1601,68670.57817887774
1602,117135.40853671802
1603,71358.15862846214
1604,260213.98917750438
1605,243774.2319576857
1606,168701.87011358794
1607,173316.5115734689
1608,214614.0413639863
1609,185339.24789518543
1610,150446.6988018452
1611,138184.7248064833
1612,170111.59149848693
1613,161412.03068661503
1614,128011.2169227942
1615,93618.25419454864
1616,77864.51966472293
1617,95346.84585714205
1618,124769.08143316275
1619,140093.2709394208
1620,152267.55072114157
1621,138619.24058028372
1622,141655.71194439256
1623,261268.10001323465
1624,209360.63951990515
1625,120859.60722550031
1626,170452.59591000894
1627,190582.20893444953
1628,280021.0948513829
1629,184313.18863868652
1630,345037.48366736737
1631,230402.01030487716
1632,244459.26090129744
1633,174440.99603746372
1634,185156.26676201116
1635,176706.7483973536
1636,152578.34298140154
1637,199100.65915828574
1638,181426.71434846768
1639,190515.90016539735
1640,250882.9260563162
1641,183790.88245750195
1642,237825.81060509488
1643,216168.74043171667
1644,232651.6892808583
1645,196243.44301482616
1646,158437.26408653485
1647,162485.12081302577
1648,130092.84903816262
1649,138945.2624283998
1650,114357.9575302981
1651,120810.88854121086
1652,97580.96971348522
1653,99581.92010610203
1654,145872.11302769248
1655,138767.47796651197
1656,140735.73760323366
1657,147519.48764329636
1658,142980.1756604123
1659,119989.18953571939
1660,155445.67532750257
1661,419298.3780886656
1662,409959.9144741662
1663,380156.82259417407
1664,405317.0267252365
1665,304524.6138781019
1666,332727.8941430027
1667,378054.0636870631
1668,345331.79980074207
1669,314023.72191501176
1670,355979.7686123747
1671,257720.50613236387
1672,422106.33561170084
1673,290130.6274637998
1674,241744.7427118794
1675,191549.8467384336
1676,190618.29457446243
1677,217118.71217511484
1678,438373.25671008026
